"","TCSER","hUSI","Group"
"TCGA.GU.AATO.01",0.177052006571613,0.420049907233913,"BLCA"
"TCGA.BT.A3PK.01",0.166818132887257,0.443894141471837,"BLCA"
"TCGA.K4.A54R.01",-0.234839223689681,0.3942319464762,"BLCA"
"TCGA.DK.A1A6.01",-0.588611770606185,0.371439222476734,"BLCA"
"TCGA.K4.A5RI.01",-0.345687737176182,0.340790855773213,"BLCA"
"TCGA.E7.A519.01",0.233006327610047,0.478563146146257,"BLCA"
"TCGA.2F.A9KO.01",0.0827555322678972,0.467411291369291,"BLCA"
"TCGA.XF.A9SZ.01",0.286161426795767,0.470722002398949,"BLCA"
"TCGA.DK.A2HX.01",0.908939781009122,0.586578003274436,"BLCA"
"TCGA.DK.AA6P.01",-0.118493078725644,0.382514563313533,"BLCA"
"TCGA.XF.A9SM.01",-0.339744861157561,0.359401221530848,"BLCA"
"TCGA.S5.A6DX.01",0.0748559242926348,0.432008757946829,"BLCA"
"TCGA.G2.AA3B.01",-0.397199643566832,0.3804373419966,"BLCA"
"TCGA.GU.AATP.01",0.488844664089991,0.475321408974501,"BLCA"
"TCGA.FD.A43Y.01",0.216934716814875,0.467092853214562,"BLCA"
"TCGA.GD.A3OP.11",0.891940716671667,0.622713979668816,"BLCA"
"TCGA.ZF.A9RE.01",-0.346567269724047,0.41185388397129,"BLCA"
"TCGA.2F.A9KW.01",-0.360828315642665,0.352057040695828,"BLCA"
"TCGA.DK.A1AB.01",0.588216608422319,0.52939378971844,"BLCA"
