"","orig.ident","nCount_RNA","nFeature_RNA","Condition","DAS","mSS","DAS+mSS","lassoCS","CSS","orig.ident","nCount_RNA","nFeature_RNA","Condition","GLB1","TP53","CDKN1A","CDKN2A","LMNB1","IL1A","RB1","CDK1","CDK4","CDK6","MKI67","CDKN2B","orig.ident","nCount_RNA","nFeature_RNA","Condition","SenMayo","CellAge","GenAge","ASIG","SASP","AgingAtlas","SenUp","SigRS","hUSI"
"Vector_20_S290_L001","Vector",45495,4765,"Growing",0.5,0.3125,0.384615384615385,-0.0554936021848356,0,"Vector",45495,4765,"Growing",0.198690496795289,0,1.09133230946126,0,0,0,0.841061128619437,0.506463999087779,0,0.841061128619437,2.4655891229674,0,"Vector",45495,4765,"Growing",5.44067752609178,7.93066470539384,8.70746810087559,10.5156662931925,3.56362990087784,9.28702515136582,5.83779393981649,10.6538258170522,0.350448441928351
"Vector_20_S290_L002","Vector",53116,4901,"Growing",0.5,0.3125,0.384615384615385,-0.0333537845072729,0,"Vector",53116,4901,"Growing",0.56136782660598,0,0.991177289107191,0,0,0,0.755935639716053,0.172496102045341,0,0.663376366991005,2.47817545857146,0,"Vector",53116,4901,"Growing",5.75434387157885,7.75834380328913,8.53190280243235,10.3484093711877,3.42560504993568,9.17381133490323,5.91862036209149,10.7101372709323,0.349070767026443
"Vector_21_S291_L001","Vector",79275,5808,"Growing",0.6,0.375,0.461538461538462,0.152824623928441,0,"Vector",79275,5808,"Growing",0.758601790947298,0.224970956592904,0.632867422008645,0.224970956592904,0,0,0,0,0,0.118798673056101,1.14563388429045,0,"Vector",79275,5808,"Growing",5.5419003242666,7.68076129603093,8.62331770520673,10.4928308021126,3.52210823069562,9.23382434949012,5.85873758398827,11.1201339046869,0.418188680032079
"Vector_21_S291_L002","Vector",92573,6013,"Growing",0.7,0.375,0.5,0.145381045693395,0,"Vector",92573,6013,"Growing",0.563129609203566,0.359135914647387,0.622822812896728,0.102577217748293,0,0,0,0,0,0.195604377634473,0.96330517354313,0,"Vector",92573,6013,"Growing",5.49234220183944,7.77314385285278,8.55152489690406,10.4662735005148,3.65684291563442,9.18570986563774,5.88796700463112,11.1738493028802,0.417668659310167
"Vector_22_S292_L001","Vector",33244,4789,"Growing",0.7,0.25,0.423076923076923,0,0.0852529588714127,"Vector",33244,4789,"Growing",0,0,0.471010822493993,0,0.917901754500385,0,0,0.262984195739745,0,0.262984195739745,1.85856275029456,0,"Vector",33244,4789,"Growing",5.55091255831053,7.69784928273936,8.60595651376933,10.4641652051836,3.5406436460517,9.19477397719855,5.84250406464083,10.827281821343,0.449177107677947
"Vector_22_S292_L002","Vector",39094,5024,"Growing",0.6,0.25,0.384615384615385,0.0387205302856997,0,"Vector",39094,5024,"Growing",0,0,0.41316039388479,0,0.569498893792619,0,0,0.569498893792619,0,0.227767825209998,2.16030835254862,0,"Vector",39094,5024,"Growing",5.52124749249849,7.63782672424617,8.72658093166679,10.4311404047767,3.62937205024862,9.26049495684918,5.83945383415863,10.99824013509,0.481520800780082
"Vector_23_S293_L001","Vector",101351,5899,"Growing",0.6,0.375,0.461538461538462,-0.186213245146869,0.0469302935360732,"Vector",101351,5899,"Growing",0,0.0940976347070072,0.525124344664202,0,0.401011903000194,0,0.259283389702062,0.734930518842102,0,0.686459914113859,1.93441873533874,0,"Vector",101351,5899,"Growing",5.27259048442231,7.89004549229442,8.67105424155698,10.4896991520157,3.55703769148365,9.25139597705061,6.01849231525102,11.1396762193947,0.375517124916397
"Vector_23_S293_L002","Vector",118580,6068,"Growing",0.8,0.3125,0.5,-0.0999001631569516,0.0236494209508646,"Vector",118580,6068,"Growing",0,0,0.46393448175831,0.080963440434319,0.409448841809849,0,0.290671359565031,0.46393448175831,0,0.611564241969306,1.9072473122096,0,"Vector",118580,6068,"Growing",5.47938031009173,7.89196385150974,8.81563075826479,10.6203194217686,3.80826962931284,9.40751328408097,6.11353294019766,11.1238122399981,0.401443317310261
"Vector_24_S294_L001","Vector",58234,4783,"Growing",0.5,0.3125,0.384615384615385,0.0269405116164503,0,"Vector",58234,4783,"Growing",0,0.29523495906611,0.708196335060093,0,0,0,0,0,0,0.619826173350316,3.46827950200612,0,"Vector",58234,4783,"Growing",5.5177914705592,7.57409072663438,8.65291982573515,10.3621416641628,3.35764244261371,9.31611454305582,5.72550407710269,11.1211597457998,0.137086061986118
"Vector_24_S294_L002","Vector",66633,4882,"Growing",0.5,0.3125,0.384615384615385,0.0799328239367917,0,"Vector",66633,4882,"Growing",0,0.371720347463736,0.262480855013746,0,0,0,0,0,0,1.02994417132744,3.50454470657205,0,"Vector",66633,4882,"Growing",5.44302408068911,7.73261986776346,8.70126334330452,10.4491437637965,3.4950367751448,9.37776548080062,5.7017980369105,11.1981295851139,0.133140752307799
"Vector_25_S295_L001","Vector",29100,4530,"Growing",0.5,0.375,0.423076923076923,-0.324351041400014,0.0534645569993111,"Vector",29100,4530,"Growing",0,0,1.48984912367515,0,0.295384292813873,0,1.40922530218381,0.295384292813873,0,0.295384292813873,2.33003979145846,0,"Vector",29100,4530,"Growing",5.76729888238092,7.92025290476692,8.69196522578804,10.2972629847023,3.34965497386971,9.31093118261234,5.88020231866583,10.7424751677228,0.353820974249893
"Vector_25_S295_L002","Vector",33920,4768,"Growing",0.5,0.375,0.423076923076923,-0.169105152691364,0,"Vector",33920,4768,"Growing",0.258364986277573,0,0.463496655680349,0,0,0,1.21149163673996,0.905859153164339,0,1.21149163673996,2.12468769741454,0,"Vector",33920,4768,"Growing",5.59551409212434,7.7790892206432,8.77509426339875,10.3469202425801,3.32205827873627,9.29458984204832,5.73078680827163,10.8448990574827,0.335969724304412
"Vector_26_S296_L001","Vector",77866,6141,"Growing",0.5,0.3125,0.384615384615385,-0.136488880229566,0,"Vector",77866,6141,"Growing",0.325900315421936,0.120823526072569,1.34165432034103,0.120823526072569,0.120823526072569,0,0.120823526072569,0,0,1.07376833627603,2.16396022768354,0.120823526072569,"Vector",77866,6141,"Growing",5.52338732439629,7.78065956886925,8.94928461385259,10.6353003045787,3.69923126359647,9.5131275100851,6.00944380088297,10.9114150638842,0.359664856356886
"Vector_26_S296_L002","Vector",92280,6428,"Growing",0.6,0.4375,0.5,-0.099072542450443,0.0186224957982554,"Vector",92280,6428,"Growing",0.360093454808039,0.281486063717081,1.44714843721857,0,0,0,0.102886717117433,0.500893498208744,0,0.965266648807194,2.16263024081229,0.196168318188129,"Vector",92280,6428,"Growing",5.62942133622861,7.90600525996202,8.92638579246402,10.6638280453214,3.82616564235904,9.51442929990741,5.90345587932635,11.0886716696153,0.273888079328095
"Vector_27_S297_L001","Vector",56000,4944,"Growing",0.5,0.25,0.346153846153846,-0.148058918071405,0.029738852283721,"Vector",56000,4944,"Growing",0,1.02450431651439,1.51982575374441,0.164303051291276,0,0,0,0.305381649551182,0,0.638087403376918,2.27726728500976,0.538996500732687,"Vector",56000,4944,"Growing",5.51613943252978,8.04327373092908,9.0538243084082,10.565041701,3.47836837758309,9.64726612761807,5.69581446210805,10.6374894536094,0.0500935844930641
"Vector_27_S297_L002","Vector",65499,5125,"Growing",0.5,0.3125,0.384615384615385,-0.0967139106739354,0,"Vector",65499,5125,"Growing",0,0.9855984695349,1.43654912347323,0.266469804618795,0,0,0.142084535785061,0.798134338386606,0,0.650262915063514,2.55789211025674,0.476666598849123,"Vector",65499,5125,"Growing",5.46424232703065,8.06510814938798,9.1045071413423,10.5452971553829,3.51749730467467,9.72741985209187,5.76304030271762,10.7687240451888,0.0347732116480888
"Vector_28_S298_L001","Vector",70005,5582,"Growing",0.5,0.3125,0.384615384615385,-0.00969947071423273,0.045485038685373,"Vector",70005,5582,"Growing",0.133522464650949,0,0.356653516668244,0.251298556272779,0,0,0.133522464650949,0.619006243184529,0,1.23209308838843,2.79022125927395,0,"Vector",70005,5582,"Growing",5.53777306573034,7.46588047360017,8.66949253696241,10.4281407537878,3.84479493248005,9.34073581418056,6.02751499458965,11.1055257419993,0.346876375805459
"Vector_28_S298_L002","Vector",80736,5750,"Growing",0.5,0.3125,0.384615384615385,-0.0845864572357521,0.0211353010051575,"Vector",80736,5750,"Growing",0.116769618813025,0,0.624345389847665,0,0,0,0.402421771323253,0.910806039455686,0,1.05008962736107,2.55649886168834,0,"Vector",80736,5750,"Growing",5.48581763401871,7.45183221626165,8.90659113067948,10.5050916306278,3.84890900839434,9.46243673164547,5.96039727062427,11.2236790285124,0.307490949660923
"Vector_29_S299_L001","Vector",31884,4301,"Growing",0.4,0.3125,0.346153846153846,-0.284623995689635,0.0493767232305765,"Vector",31884,4301,"Growing",0.663157348291145,0,0.663157348291145,0,0,0,0.663157348291145,0.272799575859539,0,1.16173059465157,2.85123356270034,0,"Vector",31884,4301,"Growing",5.47427876107442,7.63375001975748,8.59364781901542,10.2870780621761,3.75034296382806,9.41646207106028,5.51472952222546,10.785138350932,0.202353178968993
"Vector_29_S299_L002","Vector",36816,4461,"Growing",0.5,0.3125,0.384615384615385,-0.180192702531416,0,"Vector",36816,4461,"Growing",0.735480418495574,0,0.240292491544704,0,0,0,1.06517519474636,0.240292491544704,0,1.38324756877384,2.89658161249671,0,"Vector",36816,4461,"Growing",5.58920387740804,7.75754320148056,8.57157001781941,10.3023157465287,3.71547484531002,9.41037050086255,5.61948823792967,10.8052703796549,0.251156970348116
"Vector_30_S300_L001","Vector",77963,5389,"Growing",0.5,0.25,0.346153846153846,0.10800724083295,0.0218434268585415,"Vector",77963,5389,"Growing",0.228355501188411,0,0.931845789374116,0,0,0,0,0,0,1.34073496255153,2.11759924078522,0.325554220661956,"Vector",77963,5389,"Growing",5.46749229311228,7.84493760622294,8.47114161125805,10.347047581955,3.61280497355483,9.23814214729647,5.71512381606964,10.956095799824,0.276047864153193
"Vector_30_S300_L002","Vector",90627,5493,"Growing",0.5,0.3125,0.384615384615385,0.0163514598650596,0.0666672202996664,"Vector",90627,5493,"Growing",0.439358813182932,0.285950957935739,0.794695280785104,0,0,0,0,0,0,1.35297079846367,1.93996238066289,0.199412000363874,"Vector",90627,5493,"Growing",5.52200960051887,7.91007911219897,8.56794463454752,10.3620891367741,3.59002796452925,9.38662868730186,5.78077979480195,10.9584996208865,0.296839674629262
"Vector_31_S301_L001","Vector",48089,4564,"Growing",0.3,0.375,0.346153846153846,0.0359779587506368,0,"Vector",48089,4564,"Growing",0,0,1.30922996460431,0,0.898385116730371,0,0.347762212213189,0.712821769075695,0,0.347762212213189,3.36980812241279,0,"Vector",48089,4564,"Growing",5.61606220646582,7.86640107510295,8.90290351099992,10.4690592169012,3.62407627745357,9.46137662215347,5.75798507481198,10.9229955543387,0.250248466184947
"Vector_31_S301_L002","Vector",55471,4692,"Growing",0.4,0.375,0.384615384615385,0.151792529713042,0,"Vector",55471,4692,"Growing",0,0,1.70599448608821,0,0.642575671945285,0,0.432316775453782,0.892897233606128,0,0.165746934840328,3.21793507134476,0,"Vector",55471,4692,"Growing",5.39206210841924,7.83004155424587,8.7093822288269,10.3856334723256,3.76539762332401,9.32090151211292,5.73040583192309,10.8824406236251,0.237847142015713
"Vector_32_S302_L001","Vector",96142,5993,"Growing",0.6,0.375,0.461538461538462,0.137002039530678,0.154815970809628,"Vector",96142,5993,"Growing",0.660683558055613,0,1.4652002829247,0,0,0,0,0.271581991263506,0,0.0989515550146521,1.79052789284562,0,"Vector",96142,5993,"Growing",5.52237592628097,7.80271075521674,8.59190331617739,10.283843264076,3.44124736151776,9.18283831485933,5.90138926307457,11.2623389005954,0.254004535828371
"Vector_32_S302_L002","Vector",110883,6109,"Growing",0.6,0.375,0.461538461538462,0.16931502100838,0.10755871743905,"Vector",110883,6109,"Growing",0.775835747077397,0,1.25993269111711,0,0,0,0,0.0863475443052114,0,0.0863475443052114,1.93906101972259,0,"Vector",110883,6109,"Growing",5.55824325093308,7.81349266680479,8.81192403472357,10.4036309402588,3.57513771386904,9.43521692225856,5.93838818251168,11.3914633499593,0.28681379574261
"Vector_33_S303_L001","Vector",91426,6219,"Growing",0.4,0.3125,0.346153846153846,-0.281224964872679,0.0187877215624034,"Vector",91426,6219,"Growing",0.197830791536082,0,0.738971409060712,0,0,0,0.197830791536082,0.362914053676091,0,1.12433963367625,1.25723744420826,0,"Vector",91426,6219,"Growing",5.44074412182484,7.63683938299787,8.67559518224505,10.4365726427693,3.72269019301652,9.24311038191696,5.89538551146649,11.2636848384736,0.390007125849052
"Vector_33_S303_L002","Vector",108491,6468,"Growing",0.6,0.3125,0.423076923076923,-0.250761551298924,0.0306236873360586,"Vector",108491,6468,"Growing",0.0881697880925237,0,0.440215115671738,0,0,0,0.244138121335242,0.169191642740655,0,0.78766435353605,1.48397018170742,0,"Vector",108491,6468,"Growing",5.33583873848997,7.5619984827966,8.71917289790827,10.4844943482297,3.7491032186921,9.25388876210666,5.96696581506827,11.2664237128522,0.377198799157887
"Vector_34_S304_L001","Vector",103207,6022,"Growing",0.5,0.3125,0.384615384615385,0.0867248614692251,0.082949160294815,"Vector",103207,6022,"Growing",0,0,0.677488483725364,0,0.177129187462633,0,0.936204114637669,0.0924813211085432,0.255167629073491,0.627025472801604,1.20159708347169,0,"Vector",103207,6022,"Growing",5.39844719793088,7.39614792290493,8.55742216953789,10.3218758877197,3.48250326682084,9.2325001870956,5.86589898285316,10.9795745393205,0.228273457577521
"Vector_34_S304_L002","Vector",120386,6127,"Growing",0.5,0.375,0.423076923076923,0.143593496367005,0.0144430822846162,"Vector",120386,6127,"Growing",0,0.0797960347216362,1.03937702072481,0,0.0797960347216362,0,0.947113437155087,0.347363204351497,0.0797960347216362,0.404395752251549,1.09647243220868,0,"Vector",120386,6127,"Growing",5.35630564995391,7.43489811017708,8.65052591296991,10.3560299208803,3.57173865964483,9.22065377710618,5.85102282720682,10.9487593419824,0.23359494609871
"Vector_35_S305_L001","Vector",67730,5606,"Growing",0.5,0.3125,0.384615384615385,-0.199819319153682,0,"Vector",67730,5606,"Growing",0,0,1.07137325050593,0,0,0,0.137712070015316,0.634389447827873,0,0.464098883679289,1.74478000787351,0,"Vector",67730,5606,"Growing",5.6896679878909,7.79282043980685,8.79796475512444,10.4303848662172,3.37720557918882,9.30034119036692,5.74106307586183,11.1521566182808,0.271366712141623
"Vector_35_S305_L002","Vector",80608,5795,"Growing",0.5,0.3125,0.384615384615385,-0.247075104213002,0.0211669742654262,"Vector",80608,5795,"Growing",0,0,1.38062129290665,0,0.221633877196487,0,0,0.4826025705388,0,0.402947716914525,1.8460042723562,0,"Vector",80608,5795,"Growing",5.54313970490666,7.70628470529059,8.8189497904576,10.4356721962035,3.26282544319572,9.30451768821731,5.83182097905654,11.1173122872469,0.260921979006252
"Vector_36_S306_L001","Vector",111092,6124,"Growing",0.6,0.3125,0.423076923076923,0.109129012993933,0.161470020325766,"Vector",111092,6124,"Growing",0.371616943500534,0,0.892099559810864,0,0,0,0,0,0,0.9970571790364,0.9970571790364,0,"Vector",111092,6124,"Growing",5.43989018150531,7.4418672480488,8.49693126042579,10.407855737888,3.78132216830433,9.14113545310222,6.15480519802519,11.2608324304136,0.597395587921761
"Vector_36_S306_L002","Vector",131170,6282,"Growing",0.6,0.375,0.461538461538462,0.135468225861957,0.102565311356724,"Vector",131170,6282,"Growing",0.266163022880519,0,0.762465276785137,0.0734706460690539,0,0,0,0,0,1.27872477125088,0.726251738651375,0,"Vector",131170,6282,"Growing",5.45416405776811,7.46406974319724,8.68290073487834,10.5032415167713,3.89576406356274,9.29360668089418,6.35445968924375,11.2438390311291,0.646831615426742
"Vector_37_S307_L001","Vector",84249,5741,"Growing",0.5,0.25,0.346153846153846,-0.126261001562526,0,"Vector",84249,5741,"Growing",0.213005568580938,0.11216351646643,1.21607391486873,0,0,0,0.304603577274952,0.978980341894329,0,0.388510916928785,1.78929349396325,0,"Vector",84249,5741,"Growing",5.65981012389397,7.76458409224431,8.73801731224226,10.409640873116,3.57750278621823,9.37895947139537,5.81515414365789,11.0749179983266,0.409875531757456
"Vector_37_S307_L002","Vector",98922,5994,"Growing",0.5,0.3125,0.384615384615385,-0.178252978371954,0.085808815756541,"Vector",98922,5994,"Growing",0.474081855008514,0.0963003689305053,1.07182509468303,0,0,0,0.26487590951655,0.922807933571589,0,0.64700257065642,1.59787130674238,0,"Vector",98922,5994,"Growing",5.55113493033679,7.78228264514387,8.72999455390885,10.3497632522498,3.77559605128622,9.28787045985813,5.79633729915673,11.0791542979988,0.367955134818909
"Vector_38_S308_L001","Vector",83975,5954,"Growing",0.5,0.3125,0.384615384615385,-0.140619360602042,0.10973507200953,"Vector",83975,5954,"Growing",0.389560796876841,0.213631350130619,1.35014721682312,0,0,0,0.112509653951885,0.728392475232557,0,1.31879422940583,2.53924803788659,0,"Vector",83975,5954,"Growing",5.26315886539167,7.68647609697676,8.63818274643816,10.4076699817532,3.65112837038102,9.17569699934908,5.57253090342498,11.0078397578416,0.143627329350916
"Vector_38_S308_L002","Vector",99585,6060,"Growing",0.6,0.3125,0.423076923076923,-0.137543536810758,0.0963540332631903,"Vector",99585,6060,"Growing",0.337662183859157,0.09568895299445,1.19682273645175,0,0,0,0.183015864751596,0.958072651119456,0,0.790727850452252,2.50525436508477,0,"Vector",99585,6060,"Growing",5.24772944044857,7.76433653680587,8.61722818069795,10.4692279961641,3.61622657753213,9.16662531217854,5.60649622222718,11.1392174758373,0.110892603941364
"Vector_39_S309_L001","Vector",80163,5665,"Growing",0.7,0.25,0.423076923076923,-0.0791881338270595,0.0877353063440861,"Vector",80163,5665,"Growing",0,0.117557081571233,0.317899025379101,0.117557081571233,0.117557081571233,0,0.117557081571233,0.863819537330017,0,0.809799934891742,2.36136603401979,0,"Vector",80163,5665,"Growing",5.37887304116998,7.83160502291866,8.90018329062801,10.518985064892,3.78271894790435,9.40593993714404,5.76299765670061,11.0589882617562,0.246866189364096
"Vector_39_S309_L002","Vector",92954,5806,"Growing",0.7,0.3125,0.461538461538462,-0.0450408808667266,0.0901438780585499,"Vector",92954,5806,"Growing",0,0.194875909056201,0.357898456604413,0.102177539400829,0,0,0,0.874860725024265,0,0.561363205258758,2.20480764235977,0,"Vector",92954,5806,"Growing",5.37205874410203,7.69066867345607,8.8068683782505,10.4269087949988,3.73946263467254,9.44743987089914,5.70733511590366,11.137056675614,0.229502899123218
"Vector_40_S310_L001","Vector",82532,5439,"Growing",0.3,0.3125,0.307692307692308,0.144002967048484,0.0207006865025671,"Vector",82532,5439,"Growing",0.11436843371584,0.11436843371584,1.07794756351165,0,0,0,1.07794756351165,0.473638028778547,0,0.216988848054674,2.1415048548489,0,"Vector",82532,5439,"Growing",5.44276057201524,7.94767656171222,9.06039974410529,10.5615338698273,3.73882217124101,9.53773902631088,5.56468440170748,11.1570916568915,0.184911329051272
"Vector_40_S310_L002","Vector",97374,5612,"Growing",0.3,0.3125,0.307692307692308,0.128513997598375,0.0338119191643628,"Vector",97374,5612,"Growing",0.0977588325444206,0.344147898790632,0.848037004245924,0,0,0,0.848037004245924,0.414414338861348,0,0.0977588325444206,2.18691102175337,0,"Vector",97374,5612,"Growing",5.37034788756076,7.81299726310649,9.02448358817846,10.4868231743466,3.62129153832427,9.46131798497187,5.66097363704956,11.1874325404859,0.177865394064293
