Gene,Weight,Derection
TGFBRAP1,-0.000234624,Negative
ZDHHC12,-0.000234959,Negative
LMNA,-0.000235212,Negative
TMEM11,-0.00023532,Negative
PA2G4,-0.000235432,Negative
PADI4,-0.000235766,Negative
C1orf159,-0.000236037,Negative
PHC2,-0.000236311,Negative
SFXN1,-0.000236585,Negative
MRPL13,-0.000237046,Negative
USE1,-0.000237666,Negative
CCDC122,-0.000238226,Negative
ZNF587,-0.000239483,Negative
SNRNP48,-0.000239917,Negative
STK11,-0.00024034,Negative
SLC25A25,-0.000241028,Negative
ERF,-0.000241143,Negative
COMMD10,-0.000241149,Negative
FCF1,-0.000241317,Negative
DFFA,-0.000241708,Negative
CPNE1,-0.00024177,Negative
EPB41L5,-0.000241771,Negative
SC5D,-0.000242218,Negative
DERL2,-0.000242656,Negative
ASB7,-0.000242836,Negative
TMEM100,-0.000243084,Negative
ZNF852,-0.000243625,Negative
DHX30,-0.000244806,Negative
TNKS1BP1,-0.000245141,Negative
PCDHAC2,-0.000245459,Negative
PRMT5,-0.000245902,Negative
MYO5B,-0.000245935,Negative
ZSWIM6,-0.000246283,Negative
NBPF19,-0.00024629,Negative
EFHC1,-0.000246316,Negative
NUB1,-0.000246345,Negative
STARD4,-0.000246392,Negative
TRAPPC11,-0.000246572,Negative
SLITRK4,-0.000246646,Negative
RRP7A,-0.000246766,Negative
DHX16,-0.000247786,Negative
FLII,-0.000247914,Negative
PLEKHF2,-0.000248206,Negative
CSAG2,-0.000248232,Negative
TSC2,-0.000248338,Negative
NSA2,-0.000248759,Negative
C8orf82,-0.000248935,Negative
ITSN1,-0.000249054,Negative
RETREG2,-0.000249161,Negative
ATF2,-0.000249307,Negative
TBC1D15,-0.000249329,Negative
CCDC149,-0.000250134,Negative
INTS8,-0.00025154,Negative
GSTM2,-0.000251881,Negative
STIMATE,-0.000251982,Negative
VRK3,-0.000252199,Negative
CCHCR1,-0.000253296,Negative
PBX2,-0.000253476,Negative
MRPS5,-0.000253605,Negative
MT1G,-0.000254034,Negative
ALG13,-0.00025439,Negative
ATF6,-0.000254629,Negative
BBIP1,-0.000255149,Negative
NDFIP1,-0.000256734,Negative
NTN4,-0.000256806,Negative
PRR15,-0.000256892,Negative
NOP16,-0.000256931,Negative
LDLRAP1,-0.00025727,Negative
TRMT61B,-0.000258253,Negative
ANKDD1A,-0.000258463,Negative
ABHD8,-0.000258743,Negative
BUD31,-0.000259047,Negative
AASS,-0.000259252,Negative
UBAP1,-0.000259581,Negative
PDE6D,-0.000259902,Negative
MOB1A,-0.000260087,Negative
IPO7,-0.00026052,Negative
YTHDF3,-0.000260679,Negative
IL17RA,-0.000261075,Negative
IPP,-0.000261332,Negative
TRIM65,-0.000262306,Negative
RRP1B,-0.000262448,Negative
UBC,-0.000262839,Negative
GUCD1,-0.000263123,Negative
SLC4A1AP,-0.000263166,Negative
GLOD4,-0.00026319,Negative
HOOK3,-0.000263428,Negative
TRIM27,-0.00026357,Negative
TMEM69,-0.000263754,Negative
PPP1R10,-0.000264573,Negative
MRPS10,-0.000265352,Negative
THOC5,-0.000265661,Negative
LRIG2,-0.000265706,Negative
ZNF124,-0.000266893,Negative
SLC25A17,-0.000267038,Negative
SPAG1,-0.000267262,Negative
PGM1,-0.000267279,Negative
PAPOLA,-0.000267304,Negative
SLC25A32,-0.000267523,Negative
ALDH1L1,-0.000268054,Negative
PLAAT2,-0.000268529,Negative
FBXW2,-0.000268538,Negative
UBE2R2,-0.000269622,Negative
ZCRB1,-0.000269772,Negative
MCHR1,-0.000269868,Negative
WRNIP1,-0.000270849,Negative
LRRC41,-0.000271133,Negative
RBM5,-0.000271532,Negative
UBN1,-0.000271538,Negative
ISG20,-0.000271566,Negative
BANP,-0.000271746,Negative
AP3M1,-0.000272428,Negative
STON1,-0.000273658,Negative
PRDX3,-0.000273942,Negative
TRMT1L,-0.000274218,Negative
SNAP47,-0.000274272,Negative
ATPSCKMT,-0.000275165,Negative
PPP1CB,-0.000276257,Negative
ZCWPW1,-0.00027662,Negative
HELQ,-0.0002769,Negative
UTRN,-0.000277353,Negative
SIX5,-0.000277879,Negative
AAR2,-0.000279035,Negative
DDX21,-0.000280072,Negative
MRPL38,-0.000280235,Negative
YARS2,-0.000280328,Negative
FASTKD3,-0.000281541,Negative
RAB3B,-0.000281845,Negative
RUBCN,-0.000282908,Negative
ZNF292,-0.000283641,Negative
C11orf54,-0.000283677,Negative
TAF10,-0.000283712,Negative
MIPOL1,-0.000284253,Negative
MICU2,-0.000284909,Negative
GTF2E1,-0.00028519,Negative
UFD1,-0.000285511,Negative
NPIPA7,-0.000285822,Negative
DDX50,-0.000286561,Negative
PRR14L,-0.000287702,Negative
TTC33,-0.000288064,Negative
UTP15,-0.000289074,Negative
GSTZ1,-0.000289764,Negative
CNNM3,-0.000289981,Negative
ERLIN2,-0.000290847,Negative
GNG2,-0.000291345,Negative
MUS81,-0.000292791,Negative
DCUN1D5,-0.000294396,Negative
DDX23,-0.000294652,Negative
RABGAP1,-0.00029476,Negative
FAS,-0.000296127,Negative
RBM26,-0.000296182,Negative
NOA1,-0.000296198,Negative
LRRC59,-0.000296538,Negative
SYNRG,-0.00029673,Negative
CHCHD2,-0.000296829,Negative
SPATA13,-0.000296968,Negative
MAVS,-0.000297409,Negative
FAM53B,-0.000297452,Negative
LENG9,-0.000298111,Negative
TXLNA,-0.000298258,Negative
ATG3,-0.000298356,Negative
MORC2,-0.00029917,Negative
SNAPC2,-0.000299388,Negative
HNRNPLL,-0.000301409,Negative
NAA25,-0.000301508,Negative
CDK5RAP1,-0.000302017,Negative
DHPS,-0.000302418,Negative
ZNF568,-0.000302909,Negative
KBTBD2,-0.000303043,Negative
PPP6C,-0.000303335,Negative
ZNF526,-0.000304055,Negative
NDUFA12,-0.000304337,Negative
DNAJC14,-0.000304815,Negative
SLC7A6OS,-0.000305409,Negative
EIF2B5,-0.000305647,Negative
ZNF525,-0.000305777,Negative
ZNF675,-0.000306346,Negative
NPIPB11,-0.000307386,Negative
CCDC66,-0.00030774,Negative
YTHDF2,-0.00030928,Negative
MAP4K3,-0.000309362,Negative
FEZF1,-0.000309403,Negative
PLPPR4,-0.000309814,Negative
EEF1E1,-0.000309974,Negative
GFM1,-0.00031002,Negative
ITPA,-0.000310088,Negative
FAM89A,-0.000311131,Negative
ABCE1,-0.000311193,Negative
SOAT1,-0.00031148,Negative
SMIM20,-0.000311845,Negative
RBM33,-0.000312475,Negative
PSMA4,-0.000312631,Negative
TMEM175,-0.000312704,Negative
PLBD1,-0.000312857,Negative
KLHL2,-0.000313617,Negative
RIPOR1,-0.000313933,Negative
WDR13,-0.00031458,Negative
ZNF319,-0.000315091,Negative
WASHC1,-0.000315995,Negative
EXOC4,-0.000316011,Negative
HPS3,-0.000316021,Negative
KRBOX4,-0.000316332,Negative
NOP58,-0.000316715,Negative
ZNF32,-0.000316887,Negative
DLGAP4,-0.000317514,Negative
RYK,-0.00031776,Negative
RASGEF1B,-0.00031809,Negative
MAPKAPK2,-0.000319098,Negative
MTMR3,-0.000320153,Negative
GORASP1,-0.000320606,Negative
L3MBTL2,-0.000322429,Negative
TAGLN2,-0.000322606,Negative
PARP4,-0.000322741,Negative
NCDN,-0.00032339,Negative
PTPRF,-0.000323906,Negative
RAB8A,-0.000324041,Negative
ACOT8,-0.000324277,Negative
RIN3,-0.000324344,Negative
VHL,-0.000324446,Negative
YY1,-0.000324741,Negative
PRKAG2,-0.000324918,Negative
ZNF439,-0.000324968,Negative
CRIPT,-0.00032501,Negative
DBH,-0.00032525,Negative
ASH1L,-0.000326081,Negative
EIF1AD,-0.000326475,Negative
MAP1S,-0.000326728,Negative
PPP4R3B,-0.000326807,Negative
CEP126,-0.000327165,Negative
HDGFL3,-0.000327474,Negative
FAM104A,-0.000327845,Negative
USH1C,-0.000327981,Negative
C18orf21,-0.000328028,Negative
SRP19,-0.000328327,Negative
TCIRG1,-0.000328393,Negative
CCNJ,-0.000328519,Negative
KEAP1,-0.00032947,Negative
B3GALT4,-0.000329632,Negative
ZC3H7B,-0.000329847,Negative
EDRF1,-0.000329937,Negative
GABRR1,-0.000330003,Negative
CRYBG3,-0.00033119,Negative
GNPTAB,-0.000332473,Negative
FASTKD2,-0.000332814,Negative
LSM12,-0.000332916,Negative
WASHC2C,-0.000333196,Negative
CPT1B,-0.000333719,Negative
TRIM32,-0.000333989,Negative
GSTT2B,-0.000334226,Negative
HIVEP2,-0.000336083,Negative
SEC24D,-0.000336391,Negative
MAN1A1,-0.000337613,Negative
TIMM21,-0.000337941,Negative
CYP3A7-CYP3A51P,-0.000338841,Negative
DDX27,-0.000338859,Negative
MAP3K12,-0.000339162,Negative
BZW2,-0.000339391,Negative
ZNF490,-0.000339443,Negative
SZT2,-0.000339495,Negative
EFL1,-0.000339796,Negative
PRXL2C,-0.000339845,Negative
UPF2,-0.000340428,Negative
MCCC2,-0.000340627,Negative
SOWAHC,-0.000340726,Negative
NFX1,-0.000340811,Negative
TSPYL4,-0.000340973,Negative
MRPS9,-0.000341768,Negative
SRSF6,-0.000342038,Negative
MAGEC1,-0.000342468,Negative
LRRC57,-0.000342993,Negative
CHKA,-0.000343914,Negative
MTMR1,-0.000344078,Negative
IKBKG,-0.000344662,Negative
COPS7B,-0.000345436,Negative
RNF185,-0.000345856,Negative
GABBR1,-0.00034614,Negative
PPP2R5C,-0.000346506,Negative
NDUFAF4,-0.000346721,Negative
ZNF324B,-0.000346799,Negative
XRCC5,-0.000346909,Negative
TMEM170A,-0.000347413,Negative
SNX12,-0.000347907,Negative
ARMCX4,-0.000348345,Negative
CAPNS1,-0.000348513,Negative
PARD3B,-0.000348664,Negative
ZNF721,-0.000348878,Negative
JADE2,-0.000349041,Negative
OCRL,-0.000349146,Negative
ENAH,-0.000349748,Negative
CORO1C,-0.000350355,Negative
CYBRD1,-0.000350838,Negative
DDI2,-0.000351259,Negative
FBXL3,-0.000352809,Negative
IGFBP4,-0.000353001,Negative
VPS35,-0.000353768,Negative
MBD6,-0.00035388,Negative
AK6,-0.000354173,Negative
HERPUD1,-0.000354989,Negative
PDX1,-0.000355503,Negative
ABCB8,-0.000355505,Negative
WASHC3,-0.0003558,Negative
PDCL3,-0.000355891,Negative
MFF,-0.000357219,Negative
ARMC7,-0.000357623,Negative
DCHS1,-0.000358369,Negative
VIRMA,-0.000358481,Negative
COX7A2L,-0.000359701,Negative
PLEKHO2,-0.000359837,Negative
ATL1,-0.000359947,Negative
TMEM98,-0.000361108,Negative
USP25,-0.000361482,Negative
ITGB1BP1,-0.000362568,Negative
ZNF317,-0.000363672,Negative
C6orf226,-0.000364049,Negative
FIBP,-0.000364253,Negative
DDX56,-0.000365336,Negative
ACVR1B,-0.000365967,Negative
CCDC71,-0.000366046,Negative
CLIP2,-0.000366555,Negative
SFTPD,-0.000367108,Negative
CRNKL1,-0.000367739,Negative
CDYL,-0.000367795,Negative
VIM,-0.000367994,Negative
OVCA2,-0.000368469,Negative
WRN,-0.000368667,Negative
PCGF1,-0.000369314,Negative
POLR1C,-0.000369448,Negative
SLC25A26,-0.000369522,Negative
TSNAXIP1,-0.000370397,Negative
ARMC8,-0.000370487,Negative
POLG,-0.000370521,Negative
ECHDC1,-0.000370669,Negative
FLNB,-0.000370677,Negative
NAIF1,-0.000370689,Negative
CDAN1,-0.00037081,Negative
NKRF,-0.000371265,Negative
SS18L2,-0.000371489,Negative
EI24,-0.000372703,Negative
ZDHHC6,-0.000372737,Negative
KLF10,-0.000372919,Negative
TALDO1,-0.000373286,Negative
ABHD4,-0.000373997,Negative
PEX12,-0.000375013,Negative
C4orf33,-0.000375304,Negative
TRIM8,-0.000375499,Negative
ZNF343,-0.000375607,Negative
GTF2IRD2B,-0.000375876,Negative
THRA,-0.000376391,Negative
AIDA,-0.000376567,Negative
GABPA,-0.000376775,Negative
DCP2,-0.000378213,Negative
ZNF564,-0.000380157,Negative
SLC6A16,-0.000380338,Negative
PDZK1IP1,-0.000382415,Negative
KRT10,-0.000383044,Negative
MOCS1,-0.000383796,Negative
FAHD2B,-0.000384209,Negative
NME7,-0.000385446,Negative
RAP1GDS1,-0.000385557,Negative
DENND1B,-0.000386066,Negative
KISS1R,-0.000387292,Negative
DNMT3A,-0.000387322,Negative
RPUSD1,-0.000387752,Negative
POMT2,-0.000388292,Negative
MED21,-0.000388646,Negative
UTS2B,-0.000388957,Negative
RHOA,-0.000388992,Negative
B9D1,-0.000389327,Negative
NKAP,-0.000389972,Negative
GADD45B,-0.000390068,Negative
PLCG1,-0.00039018,Negative
BCL7B,-0.00039066,Negative
MRPL2,-0.000391101,Negative
CDC27,-0.000391321,Negative
TBPL1,-0.000392669,Negative
CSNK1A1,-0.000393129,Negative
TMEM128,-0.0003942,Negative
MNAT1,-0.00039427,Negative
CISD2,-0.00039474,Negative
POLR2G,-0.000396439,Negative
TSNARE1,-0.000396536,Negative
NOTCH2NLA,-0.000396558,Negative
SIRT3,-0.000396592,Negative
SLC25A43,-0.000397295,Negative
RECQL5,-0.000397555,Negative
DUSP12,-0.000397825,Negative
KCMF1,-0.00039791,Negative
APIP,-0.000398192,Negative
SPOP,-0.000398454,Negative
PFDN4,-0.000399351,Negative
MYO1D,-0.000399488,Negative
ZNF510,-0.000399564,Negative
ATP9B,-0.000399714,Negative
FOXO3,-0.000399945,Negative
SYNGAP1,-0.00040041,Negative
FUT3,-0.000401087,Negative
DCXR,-0.000401313,Negative
MRPL49,-0.000401369,Negative
DNPEP,-0.000401587,Negative
WBP4,-0.000401696,Negative
GSK3A,-0.000401968,Negative
CTBP1,-0.000402732,Negative
ERP29,-0.000403708,Negative
CCDC159,-0.000404451,Negative
CCDC174,-0.000404611,Negative
PYROXD1,-0.000405005,Negative
SLC25A3,-0.000405056,Negative
TERF2,-0.000405526,Negative
MRM3,-0.000405806,Negative
LOXL1,-0.000406381,Negative
RLF,-0.000406894,Negative
ARMC5,-0.000406914,Negative
TIMM50,-0.000407394,Negative
LEMD2,-0.000407966,Negative
CCT4,-0.000407967,Negative
PIGO,-0.000408001,Negative
GOLGA6L10,-0.000408201,Negative
NFYA,-0.000408838,Negative
TMEM8B,-0.000408854,Negative
PSMC3,-0.000409009,Negative
FBXO30,-0.0004091,Negative
PRELID1,-0.000410106,Negative
IFT52,-0.000410598,Negative
PEX3,-0.000411178,Negative
LRRC42,-0.000412075,Negative
TMEM168,-0.000412603,Negative
TCP1,-0.000412674,Negative
ARHGAP17,-0.000413235,Negative
EFR3B,-0.000413525,Negative
COX8A,-0.000413577,Negative
HIF1AN,-0.000413828,Negative
YOD1,-0.000414032,Negative
DUS3L,-0.000414136,Negative
TXN2,-0.000414139,Negative
TMX4,-0.000414313,Negative
ZFPM1,-0.000414529,Negative
KBTBD11,-0.000414701,Negative
CRTAP,-0.000414785,Negative
PIP4K2A,-0.000414923,Negative
NTAN1,-0.000416429,Negative
SYNCRIP,-0.000417123,Negative
ACSL3,-0.000417202,Negative
INPP4B,-0.000417894,Negative
DHX36,-0.000418069,Negative
ATAD2B,-0.000419188,Negative
ASB1,-0.000419337,Negative
ITPRIP,-0.000419978,Negative
INO80E,-0.000420717,Negative
IFITM3,-0.000421199,Negative
ZFP69,-0.0004228,Negative
AGBL3,-0.000422912,Negative
SAC3D1,-0.000422991,Negative
SETBP1,-0.000423279,Negative
NEDD4,-0.000423543,Negative
RNF122,-0.000423699,Negative
CLPX,-0.000423895,Negative
RBM43,-0.000424073,Negative
PREB,-0.000424304,Negative
TTL,-0.000424326,Negative
ZMYND11,-0.000424425,Negative
CD24,-0.000424854,Negative
SAP30L,-0.000425377,Negative
FBXO3,-0.000425395,Negative
RPA2,-0.000425508,Negative
ORC5,-0.00042568,Negative
PCTP,-0.000425924,Negative
TIMM8A,-0.000425972,Negative
ABCF2,-0.000426783,Negative
ASPH,-0.000427054,Negative
CAMSAP2,-0.000427269,Negative
RAB35,-0.00042739,Negative
TAF2,-0.000427539,Negative
DET1,-0.000427599,Negative
RBM42,-0.000427904,Negative
RAC1,-0.000428034,Negative
BTN3A2,-0.000428319,Negative
THAP3,-0.000428751,Negative
GPBP1,-0.000428858,Negative
MRPS34,-0.00042974,Negative
SRSF3,-0.000430241,Negative
TSEN54,-0.000430475,Negative
NDUFAF3,-0.000430684,Negative
TSC1,-0.000431126,Negative
NOM1,-0.000431438,Negative
GSPT2,-0.000431656,Negative
UBA1,-0.000431692,Negative
NAGS,-0.00043376,Negative
ZNF765,-0.000434139,Negative
ZNF813,-0.000435533,Negative
SNX9,-0.000435661,Negative
TRMU,-0.000436183,Negative
DEDD,-0.000436187,Negative
PTP4A2,-0.000436973,Negative
PRPF4B,-0.00043775,Negative
IARS2,-0.000438012,Negative
USP8,-0.000438032,Negative
ANAPC2,-0.00043832,Negative
LYSMD4,-0.000438366,Negative
TBC1D10B,-0.000439843,Negative
HIKESHI,-0.000439992,Negative
WDR91,-0.000440082,Negative
SENP3,-0.000440326,Negative
THAP4,-0.000440711,Negative
E2F6,-0.000441081,Negative
CHPT1,-0.000441677,Negative
TTC38,-0.000441852,Negative
ATG16L2,-0.000442033,Negative
IQGAP1,-0.000442353,Negative
GPR176,-0.000442479,Negative
LRRC8A,-0.000443629,Negative
ABHD17C,-0.000444308,Negative
MKNK2,-0.000444736,Negative
NPIPB12,-0.000445667,Negative
SLC29A1,-0.000445994,Negative
CWF19L2,-0.000446303,Negative
ARNT,-0.000447403,Negative
NAV1,-0.000448627,Negative
TBC1D14,-0.000448863,Negative
RAB40A,-0.000449179,Negative
ZNF346,-0.0004493,Negative
DENND4C,-0.000449352,Negative
HAUS6,-0.000449494,Negative
CNPY3,-0.000449893,Negative
SLC29A3,-0.000450147,Negative
ADAL,-0.000450216,Negative
RAP1B,-0.000451093,Negative
GDAP2,-0.00045321,Negative
CLSTN1,-0.000453633,Negative
MEOX1,-0.000454251,Negative
FBXO8,-0.000454907,Negative
SHQ1,-0.000456046,Negative
COQ5,-0.000456744,Negative
ATPAF2,-0.000457507,Negative
VPS72,-0.000458461,Negative
EXO5,-0.000458527,Negative
CEP76,-0.00045856,Negative
RBMX2,-0.000458708,Negative
PLAC9,-0.000458734,Negative
AP4E1,-0.000458818,Negative
HARS2,-0.000459007,Negative
ZNF736,-0.00045922,Negative
NOG,-0.000459503,Negative
PHIP,-0.000460631,Negative
VIPAS39,-0.000460663,Negative
CCDC117,-0.000460783,Negative
RGP1,-0.000460958,Negative
EPC2,-0.000461745,Negative
RNF167,-0.000461974,Negative
PRMT1,-0.00046266,Negative
UQCC3,-0.000462742,Negative
SNF8,-0.000463349,Negative
TUBE1,-0.000463469,Negative
FJX1,-0.000463904,Negative
POLR1A,-0.000464042,Negative
MYD88,-0.000464117,Negative
DSEL,-0.00046444,Negative
BORCS5,-0.000465293,Negative
LASP1,-0.000466853,Negative
C2orf68,-0.000467326,Negative
PPP3CC,-0.000467488,Negative
BRF1,-0.000467621,Negative
PLSCR1,-0.000467653,Negative
ZNF33A,-0.000467693,Negative
ST20,-0.000468034,Negative
REST,-0.000468167,Negative
PIAS4,-0.00046838,Negative
REPS2,-0.000468683,Negative
SF3B5,-0.000468881,Negative
PUS7,-0.000469459,Negative
CDS1,-0.000470155,Negative
ATXN7L1,-0.000471146,Negative
DCUN1D2,-0.000471225,Negative
USP45,-0.000471465,Negative
DCP1A,-0.000471567,Negative
MRPL45,-0.000471587,Negative
ZFPL1,-0.000472529,Negative
GPR3,-0.00047265,Negative
NBPF11,-0.000472692,Negative
TPST1,-0.000473787,Negative
NBAS,-0.000474233,Negative
ATG14,-0.000474588,Negative
ELP5,-0.000475092,Negative
ASL,-0.000475392,Negative
WHAMM,-0.00047541,Negative
NOP56,-0.000475575,Negative
NUP93,-0.000475676,Negative
POTEE,-0.000475791,Negative
SLC12A5,-0.000475851,Negative
PRKD2,-0.000476182,Negative
TTC4,-0.000476355,Negative
TCP11L1,-0.000477625,Negative
UPF3B,-0.000477878,Negative
ETS1,-0.000477934,Negative
OXCT2,-0.000478016,Negative
PDGFRL,-0.000478104,Negative
VPS26C,-0.000478697,Negative
SCAF1,-0.000479164,Negative
KIDINS220,-0.000480651,Negative
LBH,-0.000481206,Negative
BAZ2A,-0.000481222,Negative
SELENOO,-0.000481627,Negative
NUP133,-0.000481636,Negative
EFNB1,-0.000482207,Negative
NPIPB4,-0.000482404,Negative
CR2,-0.000482896,Negative
PLEKHM3,-0.00048321,Negative
HEATR3,-0.000484403,Negative
MAP4,-0.000484575,Negative
SNRNP35,-0.000484598,Negative
TEAD1,-0.000485021,Negative
GLYR1,-0.00048507,Negative
MED11,-0.000485562,Negative
BBS9,-0.000485765,Negative
BAG4,-0.000486287,Negative
CCDC78,-0.000486724,Negative
SRRM1,-0.000486895,Negative
IDI1,-0.0004869,Negative
COG8,-0.000487612,Negative
TXNRD3,-0.000487688,Negative
TUT4,-0.00049009,Negative
KDM4A,-0.000490142,Negative
ICMT,-0.00049066,Negative
TFPT,-0.000491728,Negative
ABHD5,-0.000492085,Negative
GSTA4,-0.000492905,Negative
CALM3,-0.00049291,Negative
RPEL1,-0.000493484,Negative
RBMS2,-0.000493822,Negative
SLC38A5,-0.000494619,Negative
AASDHPPT,-0.000495018,Negative
NAB2,-0.000495023,Negative
PPP1R14D,-0.000495213,Negative
C8orf58,-0.000496045,Negative
RCOR1,-0.000496866,Negative
MRPL43,-0.000496873,Negative
NMT1,-0.000497493,Negative
UBQLN4,-0.000497647,Negative
ILVBL,-0.000497765,Negative
POLR2C,-0.000497982,Negative
CLEC16A,-0.000498277,Negative
PNPT1,-0.000498334,Negative
TLL1,-0.000498406,Negative
DNAJC13,-0.000498932,Negative
VTA1,-0.000499363,Negative
SIK3,-0.000499374,Negative
PRKAR2B,-0.000499625,Negative
HERC2,-0.000499725,Negative
HIBADH,-0.000500556,Negative
BCCIP,-0.000500657,Negative
PDCL,-0.000501724,Negative
SAYSD1,-0.000502196,Negative
SERTAD2,-0.00050241,Negative
NPIPA3,-0.000503303,Negative
GIN1,-0.000503687,Negative
TRAPPC8,-0.000504076,Negative
TFB1M,-0.00050424,Negative
UBE2N,-0.000504968,Negative
PHACTR2,-0.000505613,Negative
ORC4,-0.000506348,Negative
ATF6B,-0.000506486,Negative
SMN1,-0.000506799,Negative
DEGS1,-0.000507383,Negative
GPX4,-0.000507402,Negative
SLC25A11,-0.000509625,Negative
SECISBP2,-0.000509817,Negative
PHF6,-0.00051008,Negative
GNPDA1,-0.000510486,Negative
ATP6V0C,-0.000510712,Negative
AAK1,-0.00051103,Negative
GIGYF1,-0.000511144,Negative
MRPS18C,-0.000511186,Negative
MBTPS2,-0.000511678,Negative
ASB8,-0.000511806,Negative
WAPL,-0.000512342,Negative
SIGIRR,-0.000512845,Negative
COX6A2,-0.000513383,Negative
CACNA1D,-0.000513839,Negative
HDDC2,-0.000514263,Negative
CLTCL1,-0.000514467,Negative
PCM1,-0.000515022,Negative
ZNF688,-0.000516005,Negative
ACAT1,-0.000516241,Negative
COL1A1,-0.000517622,Negative
SOX9,-0.000517775,Negative
IMPDH1,-0.000518001,Negative
SCNN1G,-0.000518498,Negative
RAN,-0.000518969,Negative
SPECC1L,-0.000519757,Negative
DCAF6,-0.000519904,Negative
HAX1,-0.000519966,Negative
ZNF655,-0.000520159,Negative
PHOSPHO2,-0.000520495,Negative
SPINDOC,-0.000521298,Negative
DROSHA,-0.000521801,Negative
NCKAP1,-0.000522686,Negative
WDR53,-0.000523281,Negative
KIAA1328,-0.000523398,Negative
TMEM237,-0.00052373,Negative
RFX6,-0.000523799,Negative
MRPS30,-0.000524707,Negative
SLC22A17,-0.000524817,Negative
ANKHD1-EIF4EBP3,-0.000525082,Negative
IPO4,-0.000525185,Negative
TMEM14B,-0.000525552,Negative
PSMD9,-0.000525923,Negative
TMEM138,-0.000526068,Negative
GNG7,-0.00052621,Negative
ZFYVE26,-0.000526438,Negative
MTA1,-0.000527417,Negative
KDM5C,-0.000527944,Negative
LDLRAD2,-0.000527945,Negative
LRRC37A3,-0.000528975,Negative
NLRP1,-0.000529134,Negative
EIF2S1,-0.000529596,Negative
NCBP1,-0.000529633,Negative
KLHL42,-0.000530508,Negative
NMI,-0.000531566,Negative
PSMB6,-0.00053211,Negative
FNDC3A,-0.000532953,Negative
TOMM22,-0.000533184,Negative
C1orf116,-0.000533192,Negative
ERBB2,-0.000533284,Negative
TBRG4,-0.00053334,Negative
HDHD5,-0.000533353,Negative
SLC15A3,-0.000533481,Negative
HEBP1,-0.000533588,Negative
TYRO3,-0.000534774,Negative
SLC25A12,-0.000534796,Negative
YTHDF1,-0.0005352,Negative
ACTN1,-0.000535389,Negative
PREP,-0.000535466,Negative
PTPA,-0.00053579,Negative
ZNF691,-0.00053583,Negative
CDC16,-0.000536075,Negative
BRD9,-0.000536146,Negative
TRPC4AP,-0.000536632,Negative
RAMACL,-0.000536898,Negative
SMIM19,-0.000537084,Negative
USP5,-0.000537443,Negative
TRAF6,-0.000537457,Negative
FIP1L1,-0.000539098,Negative
MRPL18,-0.000540127,Negative
WWC2,-0.000540187,Negative
IPO8,-0.000540248,Negative
ZNF165,-0.000542109,Negative
ST7,-0.000542299,Negative
GALM,-0.000542573,Negative
RACK1,-0.000542601,Negative
ERCC3,-0.000542642,Negative
MIER1,-0.000543456,Negative
XKR8,-0.000544064,Negative
ATXN1,-0.000545189,Negative
RPRD1B,-0.000547013,Negative
HERPUD2,-0.000548173,Negative
TAB2,-0.000548862,Negative
TBCE,-0.000549302,Negative
OTUB1,-0.000549798,Negative
NAA60,-0.000549859,Negative
EXOC5,-0.000549949,Negative
VCL,-0.000550081,Negative
