Gene,Weight,Derection
TNPO1,7.47319E-05,Positive
DSTN,7.45809E-05,Positive
HPS6,7.44659E-05,Positive
GAGE12J,7.4144E-05,Positive
SCAPER,7.33917E-05,Positive
C1orf35,7.32382E-05,Positive
INAFM1,7.32098E-05,Positive
PDIA4,7.30481E-05,Positive
PIK3CA,7.25062E-05,Positive
SLC9A6,7.24213E-05,Positive
WDR59,7.17325E-05,Positive
EFNA3,6.92566E-05,Positive
MED26,6.88747E-05,Positive
SLC35C2,6.82938E-05,Positive
GPATCH2,6.72311E-05,Positive
TTPAL,6.6681E-05,Positive
NEK1,6.6619E-05,Positive
NAGPA,6.5889E-05,Positive
MFN2,6.36852E-05,Positive
UTP23,6.36806E-05,Positive
ZNF594,6.30249E-05,Positive
INPP5K,6.29702E-05,Positive
MTMR14,6.28732E-05,Positive
MPHOSPH6,6.23437E-05,Positive
MAPK6,6.19228E-05,Positive
SLC9B2,6.14306E-05,Positive
GPATCH11,6.06932E-05,Positive
RSU1,6.05939E-05,Positive
AMN1,6.05752E-05,Positive
RNF20,6.02599E-05,Positive
RALGAPA1,5.93082E-05,Positive
UBE2D1,5.92216E-05,Positive
NBPF26,5.71185E-05,Positive
ABCD3,5.69548E-05,Positive
SLC25A6,5.66837E-05,Positive
PWP2,5.60502E-05,Positive
BIN1,5.55381E-05,Positive
CDC42SE2,5.55067E-05,Positive
ZNF385B,5.36923E-05,Positive
RIC1,5.32636E-05,Positive
WASHC2A,5.29984E-05,Positive
OPA1,5.26706E-05,Positive
FBRS,5.25717E-05,Positive
RRP1,5.22535E-05,Positive
CCDC190,5.18013E-05,Positive
YIPF1,5.15289E-05,Positive
GTF2H2,5.14728E-05,Positive
IFFO2,5.09546E-05,Positive
SDC3,5.09484E-05,Positive
KLC1,5.05831E-05,Positive
KRI1,5.05558E-05,Positive
DNTTIP1,5.05454E-05,Positive
ZNF706,5.04285E-05,Positive
SLC36A1,5.00042E-05,Positive
SFT2D1,4.94785E-05,Positive
FZD4,4.93386E-05,Positive
LRSAM1,4.8548E-05,Positive
AGO4,4.75814E-05,Positive
PCDH20,4.66768E-05,Positive
FAAP20,4.66111E-05,Positive
CDC42,4.5778E-05,Positive
MYO9B,4.55572E-05,Positive
COL6A2,4.49034E-05,Positive
CPSF1,4.44194E-05,Positive
RBX1,4.43163E-05,Positive
KXD1,4.37089E-05,Positive
AP2A1,4.36584E-05,Positive
NPIPB2,4.34372E-05,Positive
SLC19A2,4.29847E-05,Positive
NPIPA5,4.22545E-05,Positive
THAP5,4.20402E-05,Positive
TNFSF12,4.1574E-05,Positive
ZNF282,4.12006E-05,Positive
IRF2BP2,4.10294E-05,Positive
CRABP2,3.97546E-05,Positive
MRPL44,3.9322E-05,Positive
VPS26A,3.93034E-05,Positive
SUCLA2,3.74457E-05,Positive
C3orf38,3.74174E-05,Positive
POLDIP2,3.73168E-05,Positive
HACD3,3.58178E-05,Positive
HGS,3.57735E-05,Positive
ZC3HAV1,3.57091E-05,Positive
UTP11,3.52529E-05,Positive
MIA3,3.51826E-05,Positive
PIGF,3.45945E-05,Positive
ZNF615,3.40433E-05,Positive
ACLY,3.39726E-05,Positive
KIAA2026,3.28627E-05,Positive
C3orf18,3.27454E-05,Positive
ZNF649,3.26493E-05,Positive
TRMT112,3.2445E-05,Positive
AGPAT4,3.19126E-05,Positive
LIN7C,3.13797E-05,Positive
UBA3,3.07112E-05,Positive
ELMOD3,3.06307E-05,Positive
EXOC2,3.02229E-05,Positive
GTPBP8,2.9593E-05,Positive
SPTLC2,2.93793E-05,Positive
PIGC,2.91047E-05,Positive
PPP2CB,2.89896E-05,Positive
SEC23B,2.8894E-05,Positive
DRAM2,2.87656E-05,Positive
CDH24,2.82276E-05,Positive
ANKRD23,2.74983E-05,Positive
SLCO5A1,2.74399E-05,Positive
ZRSR2,2.65314E-05,Positive
ADD1,2.58095E-05,Positive
DOCK6,2.53127E-05,Positive
MAP3K7,2.52982E-05,Positive
HJV,2.521E-05,Positive
DPH7,2.49743E-05,Positive
QTRT2,2.47655E-05,Positive
TYW1B,2.46597E-05,Positive
HDHD2,2.46557E-05,Positive
TRIM41,2.45757E-05,Positive
F3,2.37763E-05,Positive
FAM133B,2.37608E-05,Positive
VPS28,2.35248E-05,Positive
ATXN7L3,2.29977E-05,Positive
CIPC,2.29891E-05,Positive
ZNF106,2.19549E-05,Positive
PHTF2,2.16825E-05,Positive
FDX1,2.16801E-05,Positive
GATC,2.10257E-05,Positive
ZNF25,2.09118E-05,Positive
ZFP36L1,2.07534E-05,Positive
FAM171A1,2.01052E-05,Positive
TMCC1,1.99523E-05,Positive
C22orf39,1.95418E-05,Positive
STAM,1.87212E-05,Positive
GLO1,1.82014E-05,Positive
NUDCD1,1.77979E-05,Positive
CDK8,1.7572E-05,Positive
IDNK,1.75437E-05,Positive
TRAPPC13,1.70406E-05,Positive
MLH3,1.64789E-05,Positive
MARCKSL1,1.63963E-05,Positive
ZNF786,1.6358E-05,Positive
THEMIS2,1.62403E-05,Positive
AGXT2,1.57143E-05,Positive
BYSL,1.56477E-05,Positive
DRG2,1.54451E-05,Positive
SYPL1,1.52419E-05,Positive
LRPPRC,1.47754E-05,Positive
AOX1,1.4613E-05,Positive
BMI1,1.44536E-05,Positive
LRRC47,1.40478E-05,Positive
GVQW3,1.35352E-05,Positive
CELF1,1.27154E-05,Positive
PRPF18,1.25385E-05,Positive
C1orf56,1.24958E-05,Positive
ESYT1,1.19671E-05,Positive
NUBP2,1.18256E-05,Positive
CDKL3,1.1174E-05,Positive
NDUFA6,1.07463E-05,Positive
EEF1D,1.05062E-05,Positive
POLR3D,1.02185E-05,Positive
TSC22D3,9.822E-06,Positive
RNF111,9.6961E-06,Positive
ANKRD37,9.66529E-06,Positive
MFSD9,9.26807E-06,Positive
SNX33,8.90897E-06,Positive
ESRP1,8.83018E-06,Positive
INTS1,8.41903E-06,Positive
PIP5K1A,8.30292E-06,Positive
TMEM101,7.68497E-06,Positive
ZNF669,6.83241E-06,Positive
PYURF,5.88772E-06,Positive
ARSJ,5.86664E-06,Positive
MYH9,5.47294E-06,Positive
LSM14A,5.35881E-06,Positive
PTPRU,4.68695E-06,Positive
DSG4,4.14928E-06,Positive
TMEM91,3.75204E-06,Positive
PPP2CA,3.53143E-06,Positive
PLPP1,2.99786E-06,Positive
TMEM60,2.929E-06,Positive
ALAS1,2.75246E-06,Positive
ARRDC1,2.45724E-06,Positive
GPS2,1.66147E-06,Positive
PLCD3,6.68329E-07,Positive
EPB41L1,5.11703E-07,Positive
GPAA1,-8.16552E-07,Negative
PTPRG,-1.7184E-06,Negative
MLLT3,-2.01899E-06,Negative
RNF115,-2.06513E-06,Negative
UHRF2,-2.31473E-06,Negative
TES,-2.48287E-06,Negative
C3orf62,-4.48311E-06,Negative
TRIM31,-4.58588E-06,Negative
PTGES,-4.7157E-06,Negative
NOL8,-5.34845E-06,Negative
FNIP2,-5.45272E-06,Negative
DAPL1,-5.51593E-06,Negative
FAM171B,-6.00642E-06,Negative
DNTTIP2,-6.25529E-06,Negative
MKRN1,-7.15818E-06,Negative
COP1,-7.17006E-06,Negative
AHI1,-7.90438E-06,Negative
MRPL9,-7.96332E-06,Negative
TMEM250,-8.84629E-06,Negative
STX10,-8.92107E-06,Negative
SARNP,-9.46671E-06,Negative
MYCBP2,-9.47943E-06,Negative
RNF182,-9.56995E-06,Negative
RWDD2B,-1.0124E-05,Negative
SEC23A,-1.03719E-05,Negative
IBTK,-1.05945E-05,Negative
ZMYND19,-1.08086E-05,Negative
CREB3L1,-1.08989E-05,Negative
SMAD5,-1.09508E-05,Negative
ZBED5,-1.15167E-05,Negative
FZD3,-1.24368E-05,Negative
TRAPPC2,-1.42017E-05,Negative
UQCRC1,-1.43815E-05,Negative
BTBD6,-1.44401E-05,Negative
COBLL1,-1.46728E-05,Negative
SSX2B,-1.47644E-05,Negative
NECAB2,-1.5907E-05,Negative
N6AMT1,-1.63992E-05,Negative
COX19,-1.65218E-05,Negative
MOCS3,-1.77609E-05,Negative
NGLY1,-1.82402E-05,Negative
TRAM2,-1.83845E-05,Negative
PARG,-1.86418E-05,Negative
GTF2H5,-1.86523E-05,Negative
USPL1,-1.88187E-05,Negative
ANAPC11,-1.92585E-05,Negative
CFL1,-1.94976E-05,Negative
LUC7L,-1.97095E-05,Negative
UBE4A,-2.00442E-05,Negative
RAPGEF4,-2.05896E-05,Negative
RAD23B,-2.07661E-05,Negative
ARL2,-2.0782E-05,Negative
BCAR1,-2.10172E-05,Negative
NLGN4Y,-2.13462E-05,Negative
CCDC106,-2.14068E-05,Negative
ECI2,-2.20583E-05,Negative
ZNF335,-2.40626E-05,Negative
UBN2,-2.41647E-05,Negative
BLVRA,-2.42785E-05,Negative
TKFC,-2.48022E-05,Negative
PITPNA,-2.51201E-05,Negative
RGS10,-2.55142E-05,Negative
FBXO45,-2.57513E-05,Negative
NADK2,-2.59499E-05,Negative
VPS4A,-2.68141E-05,Negative
MSANTD2,-2.70595E-05,Negative
DDX55,-2.71352E-05,Negative
CHMP1A,-2.71802E-05,Negative
MRGBP,-2.78636E-05,Negative
HENMT1,-2.81027E-05,Negative
STAT6,-2.85667E-05,Negative
FAM83G,-2.88013E-05,Negative
RNF141,-2.89877E-05,Negative
MON2,-2.99681E-05,Negative
ZNF776,-3.01858E-05,Negative
RAB4A,-3.06049E-05,Negative
PYM1,-3.09906E-05,Negative
SMN2,-3.10653E-05,Negative
ELMO2,-3.12787E-05,Negative
RBM47,-3.13064E-05,Negative
EXOC3,-3.14378E-05,Negative
ZCCHC7,-3.15908E-05,Negative
GLRX3,-3.20862E-05,Negative
GPKOW,-3.24508E-05,Negative
RNF217,-3.29431E-05,Negative
CNP,-3.3093E-05,Negative
TWF2,-3.40281E-05,Negative
METAP2,-3.42302E-05,Negative
USP14,-3.46161E-05,Negative
FAM229A,-3.47483E-05,Negative
XRCC4,-3.48739E-05,Negative
USP11,-3.48936E-05,Negative
TBC1D3D,-3.50557E-05,Negative
IDH3A,-3.58402E-05,Negative
GRHPR,-3.60319E-05,Negative
MINK1,-3.70182E-05,Negative
ZNF696,-3.83421E-05,Negative
AK2,-3.87233E-05,Negative
LMO7,-3.87427E-05,Negative
MAGOHB,-3.97228E-05,Negative
NOP14,-4.03153E-05,Negative
JAK3,-4.04963E-05,Negative
ABI1,-4.07473E-05,Negative
CD55,-4.14626E-05,Negative
POTEJ,-4.17024E-05,Negative
POP5,-4.26407E-05,Negative
PPAN,-4.31221E-05,Negative
ARL5B,-4.36244E-05,Negative
SFXN4,-4.36752E-05,Negative
DDHD2,-4.43472E-05,Negative
TEN1-CDK3,-4.4511E-05,Negative
TBC1D12,-4.46849E-05,Negative
FGD6,-4.51758E-05,Negative
PSMD3,-4.53633E-05,Negative
ATP2B1,-4.53795E-05,Negative
NFATC2IP,-4.54272E-05,Negative
EBPL,-4.59994E-05,Negative
ABCB4,-4.61049E-05,Negative
PSMB3,-4.63798E-05,Negative
EIF2B4,-4.66084E-05,Negative
MIEF1,-4.67801E-05,Negative
WASL,-4.72831E-05,Negative
ANAPC4,-4.75918E-05,Negative
VKORC1L1,-4.80895E-05,Negative
TAF1C,-4.83683E-05,Negative
FAM20B,-5.02968E-05,Negative
ASNSD1,-5.036E-05,Negative
CALD1,-5.06841E-05,Negative
MRPL12,-5.09748E-05,Negative
LY6E,-5.15621E-05,Negative
NFXL1,-5.15965E-05,Negative
CPT1A,-5.21207E-05,Negative
ZNF579,-5.21764E-05,Negative
UBP1,-5.24962E-05,Negative
RPGRIP1L,-5.27102E-05,Negative
TRAPPC1,-5.30278E-05,Negative
IREB2,-5.30587E-05,Negative
KLHL9,-5.31287E-05,Negative
EIF5,-5.44373E-05,Negative
SOD1,-5.48525E-05,Negative
KRIT1,-5.51435E-05,Negative
USP49,-5.59325E-05,Negative
INTS10,-5.6321E-05,Negative
RND1,-5.63212E-05,Negative
TEX261,-5.6673E-05,Negative
C2orf69,-5.67626E-05,Negative
COX5A,-5.77854E-05,Negative
RAB30,-5.78057E-05,Negative
TSR2,-5.80934E-05,Negative
MSRB2,-5.86332E-05,Negative
CDK9,-5.91361E-05,Negative
ILRUN,-5.92756E-05,Negative
LRWD1,-5.94334E-05,Negative
PKD1,-5.98144E-05,Negative
OXSM,-5.99901E-05,Negative
RAG1,-6.0253E-05,Negative
FKTN,-6.08173E-05,Negative
CPA6,-6.0911E-05,Negative
ELK4,-6.09861E-05,Negative
ZNF112,-6.12587E-05,Negative
SOCS1,-6.25601E-05,Negative
CD276,-6.26023E-05,Negative
RPE65,-6.26668E-05,Negative
AHCTF1,-6.28115E-05,Negative
METTL9,-6.28405E-05,Negative
GPALPP1,-6.32516E-05,Negative
STBD1,-6.3289E-05,Negative
CEP350,-6.45387E-05,Negative
IFNE,-6.50097E-05,Negative
ADAM10,-6.55632E-05,Negative
TRMT61A,-6.62911E-05,Negative
WDFY2,-6.63864E-05,Negative
ASAP1,-6.75799E-05,Negative
RGS9,-6.77125E-05,Negative
PUM3,-6.78969E-05,Negative
KIAA0232,-6.79595E-05,Negative
MBD4,-6.8619E-05,Negative
ZNF697,-6.89668E-05,Negative
UBAP1L,-6.89739E-05,Negative
AIP,-7.01697E-05,Negative
POLR3A,-7.0317E-05,Negative
ZFR,-7.03921E-05,Negative
ZFY,-7.06936E-05,Negative
EIF4E2,-7.07912E-05,Negative
STX5,-7.17266E-05,Negative
LIMS2,-7.18881E-05,Negative
SKP1,-7.2654E-05,Negative
SURF1,-7.27101E-05,Negative
PPM1M,-7.29775E-05,Negative
TANGO2,-7.31094E-05,Negative
ZBTB25,-7.32049E-05,Negative
VPS53,-7.34003E-05,Negative
TRIM25,-7.35217E-05,Negative
FBXL20,-7.41556E-05,Negative
GAST,-7.42093E-05,Negative
RRAGA,-7.4551E-05,Negative
CNBP,-7.46858E-05,Negative
ADAR,-7.49083E-05,Negative
MRPL30,-7.54825E-05,Negative
ACSM5,-7.60761E-05,Negative
HEBP2,-7.65276E-05,Negative
SEC16B,-7.71891E-05,Negative
NRDC,-7.74478E-05,Negative
STT3A,-7.76181E-05,Negative
ZNF473,-7.79998E-05,Negative
ERCC2,-7.81703E-05,Negative
FBLN5,-7.84065E-05,Negative
PPP1R13B,-7.87157E-05,Negative
EEA1,-7.87248E-05,Negative
ALDH2,-7.87532E-05,Negative
VPS4B,-8.04914E-05,Negative
GABRA3,-8.05454E-05,Negative
STX17,-8.093E-05,Negative
DDX20,-8.09559E-05,Negative
SLC25A33,-8.12198E-05,Negative
SLC52A3,-8.17887E-05,Negative
VPS33A,-8.19689E-05,Negative
VIP,-8.24443E-05,Negative
PCDHGB4,-8.24633E-05,Negative
G3BP2,-8.27555E-05,Negative
OTUD7B,-8.32572E-05,Negative
ATRAID,-8.39463E-05,Negative
CEACAM5,-8.42538E-05,Negative
CMTR1,-8.43021E-05,Negative
LGALS7,-8.43812E-05,Negative
GTF2A2,-8.4517E-05,Negative
ACTR8,-8.4943E-05,Negative
SLC27A4,-8.4972E-05,Negative
JAGN1,-8.50963E-05,Negative
NXF1,-8.52324E-05,Negative
VPS11,-8.52449E-05,Negative
USF2,-8.53031E-05,Negative
KLHDC7B,-8.54496E-05,Negative
KDM7A,-8.56738E-05,Negative
RABL2A,-8.57861E-05,Negative
SBF1,-8.60859E-05,Negative
IQCN,-8.70424E-05,Negative
RNASEK-C17orf49,-8.74773E-05,Negative
COQ9,-8.75248E-05,Negative
FBXO15,-8.86552E-05,Negative
CDV3,-8.91335E-05,Negative
TAF9,-8.94746E-05,Negative
BACE2,-8.98201E-05,Negative
UBE2Z,-9.02349E-05,Negative
OSBPL9,-9.03774E-05,Negative
NDUFA8,-9.04045E-05,Negative
KCTD9,-9.11231E-05,Negative
GTPBP3,-9.11496E-05,Negative
POLR2I,-9.11669E-05,Negative
DAXX,-9.17211E-05,Negative
ERICH1,-9.18154E-05,Negative
SLC2A4RG,-9.18619E-05,Negative
YTHDC1,-9.21256E-05,Negative
NBEAL2,-9.22455E-05,Negative
BLID,-9.26799E-05,Negative
DOK4,-9.3157E-05,Negative
LIPA,-9.37026E-05,Negative
MRPL27,-9.55009E-05,Negative
RAB32,-9.55467E-05,Negative
GIT2,-9.60561E-05,Negative
ANKRD36B,-9.64321E-05,Negative
ZFAND3,-9.64841E-05,Negative
ARHGDIA,-9.65093E-05,Negative
CAPN5,-9.6658E-05,Negative
GMCL1,-9.7172E-05,Negative
MICU1,-9.78821E-05,Negative
GPR157,-9.7963E-05,Negative
MTG2,-9.79665E-05,Negative
SDCCAG8,-9.80307E-05,Negative
UFSP2,-9.83492E-05,Negative
PTDSS1,-9.83715E-05,Negative
URM1,-9.85816E-05,Negative
SRP72,-9.8741E-05,Negative
GJB4,-9.93445E-05,Negative
ZNF500,-0.000100084,Negative
CAST,-0.00010031,Negative
SCYL3,-0.000100641,Negative
ARL4C,-0.000101125,Negative
DYNC1LI1,-0.000101548,Negative
TRUB1,-0.00010155,Negative
HOMEZ,-0.000101793,Negative
RBM48,-0.000102875,Negative
SNRPD2,-0.000103359,Negative
RPP40,-0.000103858,Negative
ZNF581,-0.000104682,Negative
METTL15,-0.000104896,Negative
DHX37,-0.000104968,Negative
CHORDC1,-0.000105105,Negative
SND1,-0.000105413,Negative
SPINK4,-0.000105655,Negative
ATXN2,-0.000105929,Negative
PWWP2A,-0.000106014,Negative
MMAA,-0.000106871,Negative
DEPTOR,-0.000106948,Negative
COA7,-0.000107388,Negative
UFSP1,-0.000107616,Negative
WDR74,-0.000107796,Negative
PRPF40A,-0.000107813,Negative
SPATC1L,-0.00010809,Negative
HPN,-0.000108684,Negative
GOLM1,-0.000109231,Negative
TTC32,-0.000109305,Negative
EFCAB14,-0.000109641,Negative
SLC35A5,-0.000110468,Negative
ZNF512B,-0.000110901,Negative
VPS16,-0.000111342,Negative
PTPRA,-0.000111443,Negative
MED19,-0.000112007,Negative
NPIPA9,-0.000112903,Negative
SLF2,-0.000113376,Negative
TFDP2,-0.000113461,Negative
GAR1,-0.000113629,Negative
CHCHD4,-0.000113939,Negative
WNT2B,-0.000113975,Negative
PIP4K2B,-0.000114002,Negative
ZNF397,-0.000114584,Negative
DZANK1,-0.000114803,Negative
PSMC5,-0.000115198,Negative
DBT,-0.000115402,Negative
SRSF10,-0.000115591,Negative
AFTPH,-0.000116187,Negative
MAGOH,-0.000116262,Negative
THUMPD1,-0.000116934,Negative
SLC41A3,-0.000116965,Negative
DPAGT1,-0.000117177,Negative
RIOK1,-0.000117248,Negative
NPIPB3,-0.000117816,Negative
WDR73,-0.000117839,Negative
LETM1,-0.000117907,Negative
APH1A,-0.000118739,Negative
UBE3A,-0.000119729,Negative
ASPHD2,-0.000119788,Negative
MGST1,-0.000120375,Negative
NBPF14,-0.000120646,Negative
NDUFS7,-0.000121515,Negative
AHCYL1,-0.000122097,Negative
ATP6V0E2,-0.000122418,Negative
CAPN1,-0.00012258,Negative
PPARGC1B,-0.000124633,Negative
RAD17,-0.000124787,Negative
ZNF143,-0.000125585,Negative
GTF2IRD2,-0.00012573,Negative
SNRPB2,-0.000125753,Negative
BRD2,-0.000126466,Negative
GPN3,-0.000126592,Negative
DGKH,-0.000126607,Negative
GULP1,-0.000126714,Negative
CIAPIN1,-0.000126756,Negative
UBA7,-0.000126882,Negative
CNIH2,-0.000127107,Negative
EFEMP1,-0.000127457,Negative
TPRN,-0.000127516,Negative
RAD23A,-0.000127999,Negative
UBXN7,-0.000128536,Negative
CLASP1,-0.000128679,Negative
DISP1,-0.000128788,Negative
FLOT2,-0.000128826,Negative
ATG2A,-0.000128952,Negative
TRAPPC12,-0.000128964,Negative
CRYZL1,-0.000129604,Negative
ZNF177,-0.000130103,Negative
PDGFC,-0.000130572,Negative
ZFYVE21,-0.00013109,Negative
THAP1,-0.000131691,Negative
TRIM26,-0.000131877,Negative
RFPL2,-0.000133606,Negative
IGDCC4,-0.000133734,Negative
WDR27,-0.000134251,Negative
ULK1,-0.000134587,Negative
FAM133A,-0.000134824,Negative
NPIPB13,-0.000136072,Negative
PPP1R7,-0.000136605,Negative
MTREX,-0.000136918,Negative
SPDL1,-0.000136982,Negative
CCDC28A,-0.000137201,Negative
SUPV3L1,-0.000138126,Negative
SCFD2,-0.000138667,Negative
CRY2,-0.00013882,Negative
ATP8A1,-0.000140022,Negative
CASK,-0.000140442,Negative
CRLF3,-0.000140675,Negative
PAAF1,-0.000141132,Negative
TATDN1,-0.000141726,Negative
ALG1,-0.000141808,Negative
REV1,-0.00014226,Negative
TRAF2,-0.000142701,Negative
ECPAS,-0.000142774,Negative
ELP6,-0.000143453,Negative
PPP1R21,-0.000143563,Negative
PPP1R37,-0.00014413,Negative
HPCAL4,-0.000144535,Negative
TRIP4,-0.000144552,Negative
UBE2D4,-0.000144723,Negative
PIGX,-0.000144997,Negative
CD177,-0.000145107,Negative
PI4K2B,-0.000145339,Negative
ZNF699,-0.000145503,Negative
PRKAR2A,-0.000145666,Negative
CCR6,-0.000145796,Negative
CFAP410,-0.000145958,Negative
JAM2,-0.000147242,Negative
CCNYL1,-0.000147621,Negative
SLC6A14,-0.000147666,Negative
PAQR4,-0.000148178,Negative
MAP3K3,-0.000148769,Negative
DPH1,-0.000148809,Negative
CBFB,-0.000148992,Negative
DCAF4,-0.000149119,Negative
MRPS23,-0.000150041,Negative
KANSL1L,-0.000151826,Negative
SNN,-0.000152298,Negative
MEAF6,-0.000152412,Negative
DIMT1,-0.000153322,Negative
EDEM1,-0.000153338,Negative
PLGLB2,-0.000154518,Negative
CYTH2,-0.000156021,Negative
URB1,-0.000156183,Negative
PPP6R3,-0.000156631,Negative
POLR2F,-0.000157248,Negative
CCDC169,-0.000158372,Negative
CPSF4,-0.00015883,Negative
RSL1D1,-0.000160395,Negative
GNB5,-0.000160853,Negative
MUSK,-0.000161498,Negative
FAM210A,-0.000162026,Negative
COPRS,-0.000162203,Negative
TFB2M,-0.000162657,Negative
BTN3A1,-0.000163717,Negative
CNNM2,-0.000163869,Negative
PHRF1,-0.000164529,Negative
MED29,-0.000165257,Negative
MRPL39,-0.000165287,Negative
WDR75,-0.000166215,Negative
TDRD7,-0.000167593,Negative
ZC3H6,-0.000169703,Negative
IL10RB,-0.000170158,Negative
DUSP18,-0.000170256,Negative
RICTOR,-0.00017049,Negative
NPIPB5,-0.00017055,Negative
KIAA0513,-0.000171437,Negative
COPS4,-0.000171555,Negative
NEIL1,-0.000171612,Negative
CACNA1A,-0.000171962,Negative
ATP11B,-0.000171963,Negative
ANKS3,-0.00017302,Negative
ADIPOR2,-0.000173167,Negative
GGA2,-0.000173633,Negative
COA1,-0.000173823,Negative
PTX3,-0.000174024,Negative
WDR3,-0.000174754,Negative
RSPRY1,-0.000175265,Negative
SOS1,-0.000175472,Negative
E4F1,-0.000175651,Negative
ZNF200,-0.000175672,Negative
RTCB,-0.000176186,Negative
TBCCD1,-0.000176457,Negative
PPP4R3A,-0.000176698,Negative
ODF2,-0.00017682,Negative
SLC48A1,-0.000176901,Negative
ZNF557,-0.000176951,Negative
SSX2,-0.000177134,Negative
SNAPIN,-0.000177936,Negative
BROX,-0.000177976,Negative
CYC1,-0.000178487,Negative
ZNF26,-0.000178515,Negative
FAN1,-0.000178624,Negative
LAMTOR1,-0.000178889,Negative
PDHB,-0.000179531,Negative
STAU1,-0.000179533,Negative
RBBP6,-0.000179703,Negative
ZNF517,-0.000181187,Negative
ZBTB40,-0.00018161,Negative
C1D,-0.000181811,Negative
LMCD1,-0.000181931,Negative
FAXDC2,-0.00018195,Negative
YAP1,-0.000182034,Negative
PHF20,-0.000182109,Negative
AGFG2,-0.00018245,Negative
TUT1,-0.00018253,Negative
ZNF774,-0.000183449,Negative
BTBD7,-0.000183483,Negative
PPP2R5E,-0.000183514,Negative
SLC35A3,-0.000183878,Negative
NPIPA2,-0.000184013,Negative
PPP2R2D,-0.00018417,Negative
RNFT1,-0.000184902,Negative
EIF3B,-0.000184908,Negative
MIIP,-0.000185002,Negative
UNC79,-0.000186382,Negative
MCM3AP,-0.000187227,Negative
MBLAC2,-0.000187555,Negative
ZNF749,-0.000187767,Negative
APTX,-0.000187894,Negative
KCTD2,-0.000188404,Negative
UNKL,-0.000188876,Negative
NXN,-0.000189825,Negative
TMEM183A,-0.000190508,Negative
SPAG16,-0.000190523,Negative
FLYWCH2,-0.000190615,Negative
MEMO1,-0.000191255,Negative
BABAM1,-0.000191312,Negative
MARK2,-0.000191436,Negative
OCLN,-0.000191562,Negative
INO80D,-0.000191688,Negative
NUS1,-0.000192605,Negative
FOXN2,-0.000192714,Negative
EPOR,-0.000194093,Negative
CLASRP,-0.00019464,Negative
PRIMPOL,-0.000194687,Negative
HEXD,-0.000195001,Negative
COPZ1,-0.000196104,Negative
PPP1R35,-0.000196415,Negative
DR1,-0.000196863,Negative
ANKS1A,-0.000198194,Negative
MEAK7,-0.000198773,Negative
CDKN2AIP,-0.000199507,Negative
FEM1B,-0.000200005,Negative
GPX8,-0.000200063,Negative
NTNG1,-0.00020093,Negative
MRPL51,-0.000200947,Negative
BIRC7,-0.00020122,Negative
BMERB1,-0.000201256,Negative
VASP,-0.000201495,Negative
ATXN3,-0.000202344,Negative
DPY19L1,-0.00020266,Negative
AMZ2,-0.000202707,Negative
SDHA,-0.000202784,Negative
USP33,-0.000202814,Negative
SUFU,-0.000202991,Negative
TUBGCP5,-0.000204134,Negative
DCAF10,-0.000204566,Negative
TPP2,-0.000205016,Negative
N4BP2L1,-0.000206045,Negative
YWHAE,-0.000206904,Negative
MZT2A,-0.000206961,Negative
TIPRL,-0.000207936,Negative
PRMT7,-0.000208171,Negative
LARP7,-0.000208261,Negative
TTLL1,-0.000208362,Negative
CAMKMT,-0.000209308,Negative
ATP8B1,-0.00020956,Negative
NDUFS3,-0.000209846,Negative
MED17,-0.000210704,Negative
PAK2,-0.000211287,Negative
ALKBH4,-0.000211346,Negative
ADCK2,-0.000211373,Negative
CRBN,-0.0002114,Negative
CLK2,-0.000211561,Negative
TRIM2,-0.000211893,Negative
GAPVD1,-0.000212265,Negative
DCAKD,-0.000213033,Negative
NLGN2,-0.000213457,Negative
DELE1,-0.000213862,Negative
F2RL1,-0.000214037,Negative
PSMD1,-0.000214099,Negative
ABHD14B,-0.000214157,Negative
HACE1,-0.000214543,Negative
EID2B,-0.00021464,Negative
RPP14,-0.000215859,Negative
OBSCN,-0.000215875,Negative
DDX1,-0.000215894,Negative
CUX1,-0.000215944,Negative
RABEPK,-0.00021637,Negative
TFIP11,-0.000216768,Negative
RPP38,-0.00021698,Negative
BCLAF1,-0.000217076,Negative
SLC25A29,-0.00021761,Negative
FGFR1,-0.000218364,Negative
ZDHHC4,-0.000219093,Negative
ECD,-0.000219145,Negative
GNPNAT1,-0.000220053,Negative
UBQLN1,-0.000221822,Negative
PCDH7,-0.000222621,Negative
C6orf62,-0.000222817,Negative
FZD7,-0.000223862,Negative
CDC42EP3,-0.00022421,Negative
POLL,-0.000224239,Negative
USP16,-0.000224633,Negative
RPF2,-0.000224754,Negative
YWHAZ,-0.000225595,Negative
RALGPS1,-0.000225845,Negative
DDX19A,-0.00022618,Negative
CCDC25,-0.00022637,Negative
SIX2,-0.000226436,Negative
AARSD1,-0.000226483,Negative
MRPS35,-0.000226897,Negative
GOLGA7,-0.000226922,Negative
GLRX5,-0.000227634,Negative
NDUFB10,-0.000227872,Negative
AASDH,-0.000229369,Negative
HERC1,-0.000229444,Negative
NEK9,-0.000229503,Negative
POP4,-0.000230035,Negative
ATP13A1,-0.000230822,Negative
VPS13B,-0.000230872,Negative
RCBTB1,-0.000231985,Negative
SPRYD4,-0.000232427,Negative
TMEM177,-0.000233051,Negative
PLTP,-0.00023374,Negative
SRM,-0.00023375,Negative
